mfg,makes,carlines,type,percent_content_USA_CAN,percent_content_other1,percent_content_other2,final_assembly1,final_assembly2,source_E1,source_E2,source_T1,source_T2,year,mfg_HQ,E_US,E_CA,T_US,T_CA,E_MX,T_MX,us_ca_shr,other1_shr,other1_who,other2_shr,other2_who,mx_shr,ell,add_plant,nafta_assembly,rem_shr,mx_shr_rem,mx_shr_rem_mn,stata_merge,mx_shr_con,mx_shr_lib,nafta_shr_lib,nafta_shr_con
Chrysler LLC,Dodge,Caliber,MPV,73%,17% M,,US,,US,,US,M,2011,ROW,true,false,true,false,false,true,73.0,17.0, M,,,17,US,false,true,27.0,0.6296296296296297,0.53367526812048,3,17,17.0,90.0,90.0
Chrysler LLC,Dodge,Challenger,PC,70%,,,CN,,US,M,US,,2011,ROW,true,false,true,false,true,false,70.0,,,,,,CA,false,true,30.0,,0.5172579287397855,3,0,14.0,84.0,70.0
Chrysler LLC,Dodge,Charger,PC,70%,,,CN,,US,M,US,,2011,ROW,true,false,true,false,true,false,70.0,,,,,,CA,false,true,30.0,,0.5172579287397855,3,0,14.0,84.0,70.0
Chrysler LLC,Dodge,Dakota,Truck,84%,,,US,,US,,US,,2011,ROW,true,false,true,false,false,false,84.0,,,,,,US,false,true,16.0,,0.53367526812048,3,0,8.53880428992768,92.53880428992768,84.0
Chrysler LLC,Dodge,Durango,MPV,69%,,,US,,US,M,US,,2011,ROW,true,false,true,false,true,false,69.0,,,,,,US,false,true,31.0,,0.53367526812048,3,0,14.0,83.0,69.0
Chrysler LLC,Dodge,Grand Caravan,MPV,82%,,,CN,,US,M,US,,2011,ROW,true,false,true,false,true,false,82.0,,,,,,CA,false,true,18.0,,0.5172579287397855,3,0,9.310642717316139,91.31064271731614,82.0
Chrysler LLC,Dodge,Journey,MPV,38%,51% M,,M,,US,M,US,,2011,ROW,true,false,true,false,true,false,38.0,51.0, M,,,51,MX,false,true,62.0,0.8225806451612904,0.5866833479213494,3,51,51.0,89.0,89.0
Chrysler LLC,Dodge,Nitro,MPV,80%,,,US,,US,,US,,2011,ROW,true,false,true,false,false,false,80.0,,,,,,US,false,true,20.0,,0.53367526812048,3,0,10.673505362409601,90.6735053624096,80.0
Chrysler LLC,Dodge,Ram,Truck,70%,15% M,,US,M,US,M,US,,2011,ROW,true,false,true,false,true,false,70.0,15.0, M,,,15,US,false,true,30.0,0.5,0.53367526812048,3,15,15.0,85.0,85.0
Chrysler LLC,Fiat,500,PC,11%,59% M,,M,,US,,US,,2011,ROW,true,false,true,false,false,false,11.0,59.0, M,,,59,MX,false,true,89.0,0.6629213483146067,0.5866833479213494,3,59,59.0,70.0,70.0
Chrysler LLC,Jeep,Compass,MPV,75%,15% M,,US,,US,,US,,2011,ROW,true,false,true,false,false,false,75.0,15.0, M,,,15,US,false,true,25.0,0.6,0.53367526812048,3,15,15.0,90.0,90.0
Chrysler LLC,Jeep,Grand Cherokee,MPV,71%,,,US,,US,M,US,,2011,ROW,true,false,true,false,true,false,71.0,,,,,,US,false,true,29.0,,0.53367526812048,3,0,14.0,85.0,71.0
Chrysler LLC,Jeep,Liberty,MPV,78%,,,US,,US,,US,,2011,ROW,true,false,true,false,false,false,78.0,,,,,,US,false,true,22.0,,0.53367526812048,3,0,11.740855898650562,89.74085589865057,78.0
Chrysler LLC,Jeep,Patriot,MPV,75%,15% M,,US,,US,,US,,2011,ROW,true,false,true,false,false,false,75.0,15.0, M,,,15,US,false,true,25.0,0.6,0.53367526812048,3,15,15.0,90.0,90.0
Chrysler LLC,Jeep,Wrangler 2 Door,MPV,78%,,,US,,US,,US,G,2011,ROW,true,false,true,false,false,false,78.0,,,,,,US,false,true,22.0,,0.53367526812048,3,0,11.740855898650562,89.74085589865057,78.0
Chrysler LLC,Jeep,Wrangler 4 Door,MPV,79%,,,US,,US,,US,G,2011,ROW,true,false,true,false,false,false,79.0,,,,,,US,false,true,21.0,,0.53367526812048,3,0,11.20718063053008,90.20718063053008,79.0
Ford Motor,Ford,Crown Victoria,PC,75%,,,CN,,US,,US,,2011,USA,true,false,true,false,false,false,75.0,,,,,,CA,false,true,25.0,,0.5172579287397855,3,0,12.931448218494637,87.93144821849464,75.0
Ford Motor,Ford,Edge,MPV,65%,,,CN,,US,,US,,2011,USA,true,false,true,false,false,false,65.0,,,,,,CA,false,true,35.0,,0.5172579287397855,3,0,14.0,79.0,65.0
Ford Motor,Ford,"Escape 2.5L, 2.5L/Electric
(Auto)",MPV,65%,,,US,,M,,US,,2011,USA,false,false,true,false,true,false,65.0,,,,,,US,false,true,35.0,,0.53367526812048,3,0,14.0,79.0,65.0
Ford Motor,Ford,"Escape 2.5L, 2.5L/Electric
(M5, CVT)",MPV,65%,,,US,,M,,J,,2011,USA,false,false,false,false,true,false,65.0,,,,,,US,false,true,35.0,,0.53367526812048,3,0,14.0,79.0,65.0
Ford Motor,Ford,Escape 3.0L (Auto),MPV,65%,,,US,,US,,US,,2011,USA,true,false,true,false,false,false,65.0,,,,,,US,false,true,35.0,,0.53367526812048,3,0,14.0,79.0,65.0
Ford Motor,Ford,"Escape 3.0L (M5, CVT)",MPV,65%,,,US,,US,,J,,2011,USA,true,false,false,false,false,false,65.0,,,,,,US,false,true,35.0,,0.53367526812048,3,0,14.0,79.0,65.0
Ford Motor,Ford,Expedition,MPV,50%,20% M,,US,,US,,US,,2011,USA,true,false,true,false,false,false,50.0,20.0, M,,,20,US,false,true,50.0,0.4,0.53367526812048,3,20,20.0,70.0,70.0
Ford Motor,Ford,Explorer 2.0L,MPV,85%,,,US,,G,,US,,2011,USA,false,false,true,false,false,false,85.0,,,,,,US,false,true,15.0,,0.53367526812048,3,0,8.005129021807202,93.0051290218072,85.0
Ford Motor,Ford,Explorer 3.5L,MPV,85%,,,US,,US,,US,,2011,USA,true,false,true,false,false,false,85.0,,,,,,US,false,true,15.0,,0.53367526812048,3,0,8.005129021807202,93.0051290218072,85.0
Ford Motor,Ford,Fiesta (Auto),PC,10%,70% M,,M,,BR,,M,,2011,USA,false,false,false,false,false,true,10.0,70.0, M,,,70,MX,false,true,90.0,0.7777777777777778,0.5866833479213494,3,70,70.0,80.0,80.0
Ford Motor,Ford,Fiesta (Manual),PC,10%,70% M,,M,,BR,,BR,,2011,USA,false,false,false,false,false,false,10.0,70.0, M,,,70,MX,false,true,90.0,0.7777777777777778,0.5866833479213494,3,70,70.0,80.0,80.0
Ford Motor,Ford,Flex,MPV,60%,,,CN,,US,,US,,2011,USA,true,false,true,false,false,false,60.0,,,,,,CA,false,true,40.0,,0.5172579287397855,3,0,14.0,74.0,60.0
Ford Motor,Ford,Focus (Auto),PC,60%,15% M,,US,,US,,US,,2011,USA,true,false,true,false,false,false,60.0,15.0, M,,,15,US,false,true,40.0,0.375,0.53367526812048,3,15,15.0,75.0,75.0
Ford Motor,Ford,Focus (M5),PC,60%,15% M,,US,,US,,G,,2011,USA,true,false,false,false,false,false,60.0,15.0, M,,,15,US,false,true,40.0,0.375,0.53367526812048,3,15,15.0,75.0,75.0
Ford Motor,Ford,F-Series,Truck,60%,15% M,,US,,US,,US,,2011,USA,true,false,true,false,false,false,60.0,15.0, M,,,15,US,false,true,40.0,0.375,0.53367526812048,3,15,15.0,75.0,75.0
