mfg,makes,carlines,type,percent_content_USA_CAN,percent_content_other1,percent_content_other2,final_assembly1,final_assembly2,source_E1,source_E2,source_T1,source_T2,year,mfg_HQ,E_US,E_CA,T_US,T_CA,E_MX,T_MX,us_ca_shr,other1_shr,other1_who,other2_shr,other2_who,mx_shr,ell,add_plant,nafta_assembly,rem_shr,mx_shr_rem,mx_shr_rem_mn,stata_merge,mx_shr_con,mx_shr_lib,nafta_shr_lib,nafta_shr_con
Hyundai Motor Company,Hyundai,Elantra (Ada) 2.0 SE Pop PZEV,PC,28%,71%K,,US,,US,,US,,2017,KOR,true,false,true,false,false,false,28.0,71.0,K,,,,US,false,true,1.0,,0.53367526812048,3,0,0.53367526812048,28.53367526812048,28.0
Hyundai Motor Company,Hyundai,Santa Fe,MPV,47%,52% K,,US,,US,,US,,2017,KOR,true,false,true,false,false,false,47.0,52.0, K,,,,US,false,true,1.0,,0.53367526812048,3,0,0.53367526812048,47.53367526812048,47.0
Hyundai Motor Company,Hyundai,Santa Fe Sport,MPV,51%,48%K,,US,,US,,US,,2017,KOR,true,false,true,false,false,false,51.0,48.0,K,,,,US,false,true,1.0,,0.53367526812048,3,0,0.53367526812048,51.53367526812048,51.0
Hyundai Motor Company,Hyundai,Sonata,PC,46%,53%K,,US,,US,,US,,2017,KOR,true,false,true,false,false,false,46.0,53.0,K,,,,US,false,true,1.0,,0.53367526812048,3,0,0.53367526812048,46.53367526812048,46.0
Kia Motors,Kia,Optima ( 2.0 L Engine),PC,75%,24% K,,US,,US,,US,,2017,KOR,true,false,true,false,false,false,75.0,24.0, K,,,,US,false,true,1.0,,0.53367526812048,3,0,0.53367526812048,75.53367526812048,75.0
Kia Motors,Kia,Optima (1.6L Engine),PC,83%,17% K,,US,,K,,US,,2017,KOR,false,false,true,false,false,false,83.0,17.0, K,,,,US,false,true,0.0,,0.53367526812048,3,0,0.0,83.0,83.0
Kia Motors,Kia,Optima (2.4L Engine),PC,83%,16% K,,US,,US,,US,,2017,KOR,true,false,true,false,false,false,83.0,16.0, K,,,,US,false,true,1.0,,0.53367526812048,3,0,0.53367526812048,83.53367526812048,83.0
Kia Motors,Kia,"Sorento (2.0L, 2.4L)",MPV,51%,48% K,,US,,US,,US,,2017,KOR,true,false,true,false,false,false,51.0,48.0, K,,,,US,false,true,1.0,,0.53367526812048,3,0,0.53367526812048,51.53367526812048,51.0
Kia Motors,Kia,Sorento (3.3L),MPV,45%,54% K,,US,,K,,US,,2017,KOR,false,false,true,false,false,false,45.0,54.0, K,,,,US,false,true,1.0,,0.53367526812048,3,0,0.53367526812048,45.53367526812048,45.0
Mazda,Scion,iA MT,PC,5%,65% M,20% J,M,,J,,J,,2017,JPN,false,false,false,false,false,false,5.0,65.0, M,20.0, J,65,MX,false,true,95.0,0.6842105263157895,0.5866833479213494,3,65,65.0,70.0,70.0
Mazda,Scion,iA AT,PC,5%,60% M,15% J,M,,J,,TH,,2017,JPN,false,false,false,false,false,false,5.0,60.0, M,15.0, J,60,MX,false,true,95.0,0.631578947368421,0.5866833479213494,3,60,60.0,65.0,65.0
Mazda,Toyota,Yaris AT,PC,5%,65% M,15% J,M,,J,,TH,,2017,JPN,false,false,false,false,false,false,5.0,65.0, M,15.0, J,65,MX,false,true,95.0,0.6842105263157895,0.5866833479213494,3,65,65.0,70.0,70.0
Mazda,Toyota,Yaris MT,PC,5%,65% M,20% J,M,,J,,J,,2017,JPN,false,false,false,false,false,false,5.0,65.0, M,20.0, J,65,MX,false,true,95.0,0.6842105263157895,0.5866833479213494,3,65,65.0,70.0,70.0
Mazda,Mazda,Mazda2,PC,5%,65% M,15% J,M,,J,,TH,,2017,JPN,false,false,false,false,false,false,5.0,65.0, M,15.0, J,65,MX,false,true,95.0,0.6842105263157895,0.5866833479213494,3,65,65.0,70.0,70.0
Mazda,Mazda,Mazda3,PC,10%,65% M,15% J,M,,M (2.0L),J (2.5L),J,TH,2017,JPN,false,false,false,false,true,false,10.0,65.0, M,15.0, J,65,MX,false,true,90.0,0.7222222222222222,0.5866833479213494,3,65,65.0,75.0,75.0
Mercedes Benz,"Mercedes
Benz",C-Class Sedan (C43-4M) ,PC,60%,20% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,60.0,20.0, G,,,,US,false,true,20.0,,0.53367526812048,3,0,10.673505362409601,70.6735053624096,60.0
Mercedes Benz,"Mercedes
Benz",C-Class Sedan (C63/C63S) ,PC,60%,20% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,60.0,20.0, G,,,,US,false,true,20.0,,0.53367526812048,3,0,10.673505362409601,70.6735053624096,60.0
Mercedes Benz,"Mercedes
Benz","C-Class Sedan (US Engine) (C300/C300-
4M) ",PC,72%,12% G,,US,,US 2.0L,G,G,,2017,DEU,true,false,false,false,false,false,72.0,12.0, G,,,,US,false,true,16.0,,0.53367526812048,3,0,8.53880428992768,80.53880428992768,72.0
Mercedes Benz,"Mercedes
Benz",GLE-Class Coupe (GLE43-4M),PC,65%,16% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,65.0,16.0, G,,,,US,false,true,19.0,,0.53367526812048,3,0,10.13983009428912,75.13983009428912,65.0
Mercedes Benz,"Mercedes
Benz",GLE-Class Coupe (GLE63S),PC,65%,16% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,65.0,16.0, G,,,,US,false,true,19.0,,0.53367526812048,3,0,10.13983009428912,75.13983009428912,65.0
Mercedes Benz,"Mercedes
Benz",GLE-Class SUV (GLE300d-4M),MPV,65%,16% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,65.0,16.0, G,,,,US,false,true,19.0,,0.53367526812048,3,0,10.13983009428912,75.13983009428912,65.0
Mercedes Benz,"Mercedes
Benz","GLE-Class SUV (GLE400-4M/GLE43-
4M/GLE550e-4M) ",MPV,65%,16% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,65.0,16.0, G,,,,US,false,true,19.0,,0.53367526812048,3,0,10.13983009428912,75.13983009428912,65.0
Mercedes Benz,"Mercedes
Benz",GLE-Class SUV (GLE63/GLE63S),MPV,65%,16% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,65.0,16.0, G,,,,US,false,true,19.0,,0.53367526812048,3,0,10.13983009428912,75.13983009428912,65.0
Mercedes Benz,"Mercedes
Benz",GLE-Class SUV (GLE350/GLE350-4M) ,MPV,65%,16% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,65.0,16.0, G,,,,US,false,true,19.0,,0.53367526812048,3,0,10.13983009428912,75.13983009428912,65.0
Mercedes Benz,"Mercedes
Benz","GLS-Class
4M) SUV (GLS350d-4M/GLS450-",MPV,60%,26% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,60.0,26.0, G,,,,US,false,true,14.0,,0.53367526812048,3,0,7.4714537536867205,67.47145375368672,60.0
Mercedes Benz,"Mercedes
Benz",GLS-Class SUV (GLS550-4M),MPV,60%,26% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,60.0,26.0, G,,,,US,false,true,14.0,,0.53367526812048,3,0,7.4714537536867205,67.47145375368672,60.0
Mercedes Benz,"Mercedes
Benz",GLS-Class SUV (GLS63),MPV,60%,26% G,,US,,G,,G,,2017,DEU,false,false,false,false,false,false,60.0,26.0, G,,,,US,false,true,14.0,,0.53367526812048,3,0,7.4714537536867205,67.47145375368672,60.0
Mercedes Benz,"Mercedes
Benz",Metris Cargo ,MPV,1%,70% SP,12% G,US,,G,,G,,2017,DEU,false,false,false,false,false,false,1.0,70.0, SP,12.0, G,,US,false,true,29.0,,0.53367526812048,3,0,14.0,15.0,1.0
"Nissan North America, Inc",Infiniti,QX60 4CYL & 6CYL ,MPV,50%,15% J,,US,,US,,M,,2017,JPN,true,false,false,false,false,true,50.0,15.0, J,,,,US,false,true,35.0,,0.53367526812048,3,0,14.0,64.0,50.0
"Nissan North America, Inc",Infiniti,QX60 HEV 4CYL & 6CYL ,MPV,50%,15% J,,US,,US,,J,,2017,JPN,true,false,false,false,false,false,50.0,15.0, J,,,,US,false,true,35.0,,0.53367526812048,3,0,14.0,64.0,50.0
"Nissan North America, Inc",Nissan,Altima 4CYL & 6CYL ,PC,55%,15% M,,US,,US,,M,,2017,JPN,true,false,false,false,false,true,55.0,15.0, M,,,15,US,false,true,45.0,0.3333333333333333,0.53367526812048,3,15,15.0,70.0,70.0
"Nissan North America, Inc",Nissan,Frontier 4CYL ,Truck,50%,20% J,,US,,J,,J,,2017,JPN,false,false,false,false,false,false,50.0,20.0, J,,,,US,false,true,30.0,,0.53367526812048,3,0,14.0,64.0,50.0
"Nissan North America, Inc",Nissan,Frontier 6CYL ,Truck,50%,20% J,,US,,US,,J,,2017,JPN,true,false,false,false,false,false,50.0,20.0, J,,,,US,false,true,30.0,,0.53367526812048,3,0,14.0,64.0,50.0
"Nissan North America, Inc",Nissan,Leaf ,PC,40%,25% J,15% K,US,,J,,J,,2017,JPN,false,false,false,false,false,false,40.0,25.0, J,15.0, K,,US,false,true,35.0,,0.53367526812048,3,0,14.0,54.0,40.0
"Nissan North America, Inc",Nissan,Maxima ,PC,50%,15% J,,US,,US,,J,,2017,JPN,true,false,false,false,false,false,50.0,15.0, J,,,,US,false,true,35.0,,0.53367526812048,3,0,14.0,64.0,50.0
"Nissan North America, Inc",Nissan,Murano - 4CYL & 6CYL ,MPV,55%,,,US,,US,,M,,2017,JPN,true,false,false,false,false,true,55.0,,,,,,US,false,true,45.0,,0.53367526812048,3,0,14.0,69.0,55.0
"Nissan North America, Inc",Nissan,Murano 6 CYL,MPV,55%,,,US,,J,,M,,2017,JPN,false,false,false,false,false,true,55.0,,,,,,US,false,true,45.0,,0.53367526812048,3,0,14.0,69.0,55.0
"Nissan North America, Inc",Nissan,Murano HEV - 4CYL & 6CYL ,MPV,55%,,,US,,US,,J,,2017,JPN,true,false,false,false,false,false,55.0,,,,,,US,false,true,45.0,,0.53367526812048,3,0,14.0,69.0,55.0
"Nissan North America, Inc",Nissan,NV200 Taxi NYT,MPV,15%,45% M,30% J,M,,J,,M,,2017,JPN,false,false,false,false,false,true,15.0,45.0, M,30.0, J,45,MX,false,true,85.0,0.5294117647058824,0.5866833479213494,3,45,45.0,60.0,60.0
"Nissan North America, Inc",Nissan,NV200 Cargo,Truck,20%,55% M,15% J,M,,J,,M,,2017,JPN,false,false,false,false,false,true,20.0,55.0, M,15.0, J,55,MX,false,true,80.0,0.6875,0.5866833479213494,3,55,55.0,75.0,75.0
"Nissan North America, Inc",Nissan,Pathfinder - 4CYL & 6CYL ,MPV,55%,15% J,,US,,US,,M,,2017,JPN,true,false,false,false,false,true,55.0,15.0, J,,,,US,false,true,30.0,,0.53367526812048,3,0,14.0,69.0,55.0
"Nissan North America, Inc",Nissan,Pathfinder HEV - 4CYL & 6CYL ,MPV,55%,15% J,,US,,US,,J,,2017,JPN,true,false,false,false,false,false,55.0,15.0, J,,,,US,false,true,30.0,,0.53367526812048,3,0,14.0,69.0,55.0
"Nissan North America, Inc",Nissan,Rogue ,MPV,20%,45% J,15% K,US,,US,,M,,2017,JPN,true,false,false,false,false,true,20.0,45.0, J,15.0, K,,US,false,true,35.0,,0.53367526812048,3,0,14.0,34.0,20.0
"Nissan North America, Inc",Nissan,Rogue ,MPV,20%,45% J,15% K,US,,J,,M,,2017,JPN,false,false,false,false,false,true,20.0,45.0, J,15.0, K,,US,false,true,35.0,,0.53367526812048,3,0,14.0,34.0,20.0
"Nissan North America, Inc",Nissan,Rogue HEV ,MPV,20%,45% J,15% K,US,,J,,J,,2017,JPN,false,false,false,false,false,false,20.0,45.0, J,15.0, K,,US,false,true,35.0,,0.53367526812048,3,0,14.0,34.0,20.0
"Nissan North America, Inc",Nissan,Sentra ,PC,15%,60% M,,M,,M,,M,CH,2017,JPN,false,false,false,false,true,true,15.0,60.0, M,,,60,MX,false,true,85.0,0.7058823529411765,0.5866833479213494,3,60,60.0,75.0,75.0
"Nissan North America, Inc",Nissan,Sentra ,PC,15%,60% M,,M,,M,,TH,SP,2017,JPN,false,false,false,false,true,false,15.0,60.0, M,,,60,MX,false,true,85.0,0.7058823529411765,0.5866833479213494,3,60,60.0,75.0,75.0
"Nissan North America, Inc",Nissan,Sentra Turbo ,PC,10%,35% M,30% J,M,,J,,J,SP,2017,JPN,false,false,false,false,false,false,10.0,35.0, M,30.0, J,35,MX,false,true,90.0,0.3888888888888889,0.5866833479213494,3,35,35.0,45.0,45.0
"Nissan North America, Inc",Nissan,Titan ,Truck,50%,15% J,,US,,US,,J,,2017,JPN,true,false,false,false,false,false,50.0,15.0, J,,,,US,false,true,35.0,,0.53367526812048,3,0,14.0,64.0,50.0
"Nissan North America, Inc",Nissan,Versa Note ,PC,15%,60% M,,M,,M,,M,SP,2017,JPN,false,false,false,false,true,true,15.0,60.0, M,,,60,MX,false,true,85.0,0.7058823529411765,0.5866833479213494,3,60,60.0,75.0,75.0
"Nissan North America, Inc",Nissan,Versa Sedan ,PC,15%,60% M,,M,,M,,M,SP,2017,JPN,false,false,false,false,true,true,15.0,60.0, M,,,60,MX,false,true,85.0,0.7058823529411765,0.5866833479213494,3,60,60.0,75.0,75.0
Subaru,Subaru,Impreza,PC,40%,45% J,,US,,J,,J,,2017,JPN,false,false,false,false,false,false,40.0,45.0, J,,,,US,false,true,15.0,,0.53367526812048,3,0,8.005129021807202,48.0051290218072,40.0
Subaru,Subaru,Legacy,PC,45%,40% J,,US,,J,,J,,2017,JPN,false,false,false,false,false,false,45.0,40.0, J,,,,US,false,true,15.0,,0.53367526812048,3,0,8.005129021807202,53.0051290218072,45.0
Subaru,Subaru,Outback,MPV,45%,40% J,,US,,J,,J,,2017,JPN,false,false,false,false,false,false,45.0,40.0, J,,,,US,false,true,15.0,,0.53367526812048,3,0,8.005129021807202,53.0051290218072,45.0
Tesla,Tesla,Model,PC,50%,25% M,,US,,US,,US,,2017,USA,true,false,true,false,false,false,50.0,25.0, M,,,25,US,false,true,50.0,0.5,0.53367526812048,3,25,25.0,75.0,75.0
Tesla,Tesla,Model 3 Long Range,PC,50%,25% M,,US,,US,,US,,2017,USA,true,false,true,false,false,false,50.0,25.0, M,,,25,US,false,true,50.0,0.5,0.53367526812048,3,25,25.0,75.0,75.0
Tesla,Tesla,Model S,PC,50%,,,US,,US,,US,,2017,USA,true,false,true,false,false,false,50.0,,,,,,US,false,true,50.0,,0.53367526812048,3,0,14.0,64.0,50.0
Tesla,Tesla,Model X,MPV,50%,,,US,,US,,US,,2017,USA,true,false,true,false,false,false,50.0,,,,,,US,false,true,50.0,,0.53367526812048,3,0,14.0,64.0,50.0
Toyota,Toyota,Avalon,PC,70%,15% J,,US,,US,,US,J,2017,JPN,true,false,true,false,false,false,70.0,15.0, J,,,,US,false,true,15.0,,0.53367526812048,3,0,8.005129021807202,78.0051290218072,70.0
Toyota,Toyota,Avalon Hybrid,PC,40%,45% J,,US,,J,,J,,2017,JPN,false,false,false,false,false,false,40.0,45.0, J,,,,US,false,true,15.0,,0.53367526812048,3,0,8.005129021807202,48.0051290218072,40.0
Toyota,Toyota,Camry,PC,75%,15% J,,US,,US,,US,J,2017,JPN,true,false,true,false,false,false,75.0,15.0, J,,,,US,false,true,10.0,,0.53367526812048,3,0,5.336752681204801,80.3367526812048,75.0
Toyota,Toyota,Camry Hybrid,PC,40%,50% J,,US,,J,,J,,2017,JPN,false,false,false,false,false,false,40.0,50.0, J,,,,US,false,true,10.0,,0.53367526812048,3,0,5.336752681204801,45.3367526812048,40.0
Toyota,Toyota,Corolla,PC,65%,25% J,,US,CN,US,,J,,2017,JPN,true,false,false,false,false,false,65.0,25.0, J,,,,US,false,true,10.0,,0.53367526812048,3,0,5.336752681204801,70.3367526812048,65.0
Toyota,Toyota,Highlander,MPV,60%,25% J,,US,,US,,US,J,2017,JPN,true,false,true,false,false,false,60.0,25.0, J,,,,US,false,true,15.0,,0.53367526812048,3,0,8.005129021807202,68.0051290218072,60.0
Toyota,Toyota,Highlander Hybrid,MPV,40%,50% J,,US,,J,,J,,2017,JPN,false,false,false,false,false,false,40.0,50.0, J,,,,US,false,true,10.0,,0.53367526812048,3,0,5.336752681204801,45.3367526812048,40.0
Toyota,Toyota,Sequoia,MPV,65%,25% J,,US,,US,,US,,2017,JPN,true,false,true,false,false,false,65.0,25.0, J,,,,US,false,true,10.0,,0.53367526812048,3,0,5.336752681204801,70.3367526812048,65.0
Toyota,Toyota,Sienna,MPV,65%,25% J,,US,,US,,J,,2017,JPN,true,false,false,false,false,false,65.0,25.0, J,,,,US,false,true,10.0,,0.53367526812048,3,0,5.336752681204801,70.3367526812048,65.0
Toyota,Toyota,Tundra,Truck,65%,15% J,,US,,US,,"US, J",J,2017,JPN,true,false,true,false,false,false,65.0,15.0, J,,,,US,false,true,20.0,,0.53367526812048,3,0,10.673505362409601,75.6735053624096,65.0
Volkswagen,Volkswagen,Beetle,PC,10%,33%M,,M,,M(1.8L),,J,,2017,DEU,false,false,false,false,true,false,10.0,33.0,M,,,33,MX,false,true,90.0,0.36666666666666664,0.5866833479213494,3,33,33.0,43.0,43.0
Volkswagen,Volkswagen,Beetle,PC,8%,35%M,,M,,M(2.0L),,G,,2017,DEU,false,false,false,false,true,false,8.0,35.0,M,,,35,MX,false,true,92.0,0.3804347826086957,0.5866833479213494,3,35,35.0,43.0,43.0
Volkswagen,Volkswagen,Beetle Convertible,PC,12%,33%M,,M,,M(1.8L),,J,,2017,DEU,false,false,false,false,true,false,12.0,33.0,M,,,33,MX,false,true,88.0,0.375,0.5866833479213494,3,33,33.0,45.0,45.0
Volkswagen,Volkswagen,Beetle Dune,PC,9%,36%M,,M,,M(1.8L),,J,,2017,DEU,false,false,false,false,true,false,9.0,36.0,M,,,36,MX,false,true,91.0,0.3956043956043956,0.5866833479213494,3,36,36.0,45.0,45.0
Volkswagen,Volkswagen,Golf,PC,7%,44%M,,M,,M(1.8L),,J(A6),AR(M5),2017,DEU,false,false,false,false,true,false,7.0,44.0,M,,,44,MX,false,true,93.0,0.4731182795698925,0.5866833479213494,3,44,44.0,51.0,51.0
Volkswagen,Volkswagen,Golf (SW) Alltrack 4Motion,PC,8%,34%M,32%G,M,,M(1.8L),,G,,2017,DEU,false,false,false,false,true,false,8.0,34.0,M,32.0,G,34,MX,false,true,92.0,0.3695652173913043,0.5866833479213494,3,34,34.0,42.0,42.0
Volkswagen,Volkswagen,Golf GTI,PC,7%,42%M,17%G,M,,M(2.0L),,G,,2017,DEU,false,false,false,false,true,false,7.0,42.0,M,17.0,G,42,MX,false,true,93.0,0.45161290322580644,0.5866833479213494,3,42,42.0,49.0,49.0
Volkswagen,Volkswagen,Golf SportWagen,PC,8%,43%M,,M,,M(1.8L),,J(A6),AR(M5),2017,DEU,false,false,false,false,true,false,8.0,43.0,M,,,43,MX,false,true,92.0,0.4673913043478261,0.5866833479213494,3,43,43.0,51.0,51.0
Volkswagen,Volkswagen,Golf SportWagen 4Motion,PC,7%,40%M,28%G,M,,M(1.8L),,G,,2017,DEU,false,false,false,false,true,false,7.0,40.0,M,28.0,G,40,MX,false,true,93.0,0.43010752688172044,0.5866833479213494,3,40,40.0,47.0,47.0
Volkswagen,Volkswagen,Jetta,PC,11%,38%M,,M,,M(1.8L),,J,,2017,DEU,false,false,false,false,true,false,11.0,38.0,M,,,38,MX,false,true,89.0,0.42696629213483145,0.5866833479213494,3,38,38.0,49.0,49.0
Volkswagen,Volkswagen,Jetta,PC,8%,30%M,22%G,M,,G(1.4L),,J(A6),AR(M5),2017,DEU,false,false,false,false,false,false,8.0,30.0,M,22.0,G,30,MX,false,true,92.0,0.32608695652173914,0.5866833479213494,3,30,30.0,38.0,38.0
Volkswagen,Volkswagen,Jetta GLI,PC,11%,34%M,15%G,M,,M(2.0L),,G,,2017,DEU,false,false,false,false,true,false,11.0,34.0,M,15.0,G,34,MX,false,true,89.0,0.38202247191011235,0.5866833479213494,3,34,34.0,45.0,45.0
Volkswagen,Volkswagen,Passat,PC,30%,29%M,,US,,M(1.8L),,J,,2017,DEU,false,false,false,false,true,false,30.0,29.0,M,,,29,US,false,true,70.0,0.4142857142857143,0.53367526812048,3,29,29.0,59.0,59.0
Volkswagen,Volkswagen,Passat,PC,30%,29% M,,US,,M(1.8),,J,,2017,DEU,false,false,false,false,true,false,30.0,29.0, M,,,29,US,false,true,70.0,0.4142857142857143,0.53367526812048,3,29,29.0,59.0,59.0
Volkswagen,Volkswagen, Passat ,PC,30%,39%G,,US,,G(3.6L),,G,,2017,DEU,false,false,false,false,false,false,30.0,39.0,G,,,,US,false,true,31.0,,0.53367526812048,3,0,14.0,44.0,30.0
Audi,Audi,Q5,MPV,2%,75%M,,M,,M,,G,,2018,DEU,false,false,false,false,true,false,2.0,75.0,M,,,75,MX,false,true,98.0,0.7653061224489796,0.5866833479213494,3,75,75.0,77.0,77.0
Audi,Audi,SQ5,MPV,1%,66%M,,M,,H,,G,,2018,DEU,false,false,false,false,false,false,1.0,66.0,M,,,66,MX,false,true,99.0,0.6666666666666666,0.5866833479213494,3,66,66.0,67.0,67.0
BMW AG,BMW,X3,MPV,25%,35%G,,US,,A,,G,,2018,DEU,false,false,false,false,false,false,25.0,35.0,G,,,,US,false,true,40.0,,0.53367526812048,3,0,14.0,39.0,25.0
BMW AG,BMW,X4,MPV,35%,40%G,,US,,G (2.8),A (4.0),G,,2018,DEU,false,false,false,false,false,false,35.0,40.0,G,,,,US,false,true,25.0,,0.53367526812048,3,0,13.341881703012001,48.341881703012,35.0
BMW AG,BMW,X5,MPV,35%,35%G,,US,,G,,G,,2018,DEU,false,false,false,false,false,false,35.0,35.0,G,,,,US,false,true,30.0,,0.53367526812048,3,0,14.0,49.0,35.0
BMW AG,BMW,X6,MPV,30%,40%G,,US,,G,,G,,2018,DEU,false,false,false,false,false,false,30.0,40.0,G,,,,US,false,true,30.0,,0.53367526812048,3,0,14.0,44.0,30.0
Ford Motor Company,Ford,CMAX,PC,40%,15% M,,US,,M (2.0 HEV ),,US (auto),,2018,USA,false,false,true,false,true,false,40.0,15.0, M,,,15,US,false,true,60.0,0.25,0.53367526812048,3,15,15.0,55.0,55.0
Ford Motor Company,Ford,Edge,MPV,56%,20% M,,CN,,US,"M (2.0 T/C
)",US,,2018,USA,true,false,true,false,true,false,56.0,20.0, M,,,20,CA,false,true,44.0,0.45454545454545453,0.5172579287397855,3,20,20.0,76.0,76.0
Ford Motor Company,Ford,Escape,MPV,60%,17% M,,US,,M,"P (1.5 T/C
)",US,,2018,USA,false,false,true,false,true,false,60.0,17.0, M,,,17,US,false,true,40.0,0.425,0.53367526812048,3,17,17.0,77.0,77.0
Ford Motor Company,Ford,Expedition,MPV,62%,15% M,,US,,M,,US,,2018,USA,false,false,true,false,true,false,62.0,15.0, M,,,15,US,false,true,38.0,0.39473684210526316,0.53367526812048,3,15,15.0,77.0,77.0
Ford Motor Company,Ford,Explorer,MPV,57%,,,US,,US,,US,,2018,USA,true,false,true,false,false,false,57.0,,,,,,US,false,true,43.0,,0.53367526812048,3,0,14.0,71.0,57.0
Ford Motor Company,Ford,F150,Truck,65%,15% M,,US,,"US (2.7 DOHC,
3.0DSL, 3.3
TIVCT, 5.0
DOHC)","M(3.5
GTDI)",US,,2018,USA,true,false,true,false,true,false,65.0,15.0, M,,,15,US,false,true,35.0,0.42857142857142855,0.53367526812048,3,15,15.0,80.0,80.0
Ford Motor Company,Ford,Fiesta,PC,10%,70% M,,M,,BR (1.6L),"UK(1.6 T/C
)","M, BR",UK,2018,USA,false,false,false,false,false,true,10.0,70.0, M,,,70,MX,false,true,90.0,0.7777777777777778,0.5866833479213494,3,70,70.0,80.0,80.0
Ford Motor Company,Ford,Flex,MPV,52%,15% M,,CN,,US,,US,,2018,USA,true,false,true,false,false,false,52.0,15.0, M,,,15,CA,false,true,48.0,0.3125,0.5172579287397855,3,15,15.0,67.0,67.0
Ford Motor Company,Ford,Focus,PC,45%,25% M,,US,,"US(2.0 ),SP(2.0 Turbo), US(BEV 1.0 G)",,"M(6 Auto),
G(5 Manual),
US(Auto ELEC) ,
UK(6 Manual ),
CH(6 Auto)",,2018,USA,true,false,true,false,false,true,45.0,25.0, M,,,25,US,false,true,55.0,0.45454545454545453,0.53367526812048,3,25,25.0,70.0,70.0
Ford Motor Company,Ford,Fusion,PC,30%,60% M,,M,,"M(2.0 HEV, 2.5
DOHC, 2.7
T/C)",,"P(1.5),
SP (2.0
T/C)",US,2018,USA,false,false,true,false,true,false,30.0,60.0, M,,,60,MX,false,true,70.0,0.8571428571428571,0.5866833479213494,3,60,60.0,90.0,90.0
Ford Motor Company,Ford,Ford GT,PC,20%,15% UK,,US,,US,,G,,2018,USA,true,false,false,false,false,false,20.0,15.0, UK,,,,US,false,true,65.0,,0.53367526812048,3,0,14.0,34.0,20.0
Ford Motor Company,Ford,Mustang,PC,56%,,,US,,"SP(T/C),
M(HEV),US(T/C)",,US,,2018,USA,true,false,true,false,false,false,56.0,,,,,,US,false,true,44.0,,0.53367526812048,3,0,14.0,70.0,56.0
Ford Motor Company,Ford,Taurus,PC,61%,,,US,,US,SP,US,,2018,USA,true,false,true,false,false,false,61.0,,,,,,US,false,true,39.0,,0.53367526812048,3,0,14.0,75.0,61.0
Ford Motor Company,Lincoln,Continental,PC,65%,23% M,,US,,US,,US,,2018,USA,true,false,true,false,false,false,65.0,23.0, M,,,23,US,false,true,35.0,0.6571428571428571,0.53367526812048,3,23,23.0,88.0,88.0
Ford Motor Company,Lincoln,MKC,MPV,61%,20% M,,US,,US,SP,US,,2018,USA,true,false,true,false,false,false,61.0,20.0, M,,,20,US,false,true,39.0,0.5128205128205128,0.53367526812048,3,20,20.0,81.0,81.0
Ford Motor Company,Lincoln,MKT,MPV,60%,15% M,,CN,,US,,US,,2018,USA,true,false,true,false,false,false,60.0,15.0, M,,,15,CA,false,true,40.0,0.375,0.5172579287397855,3,15,15.0,75.0,75.0
Ford Motor Company,Lincoln,MKX,MPV,55%,16% M,,CN,,"US, SP, M",,US,,2018,USA,true,false,true,false,false,false,55.0,16.0, M,,,16,CA,false,true,45.0,0.35555555555555557,0.5172579287397855,3,16,16.0,71.0,71.0
Ford Motor Company,Lincoln,MKZ,PC,26%,60% M,,M,,M,,US,,2018,USA,false,false,true,false,true,false,26.0,60.0, M,,,60,MX,false,true,74.0,0.8108108108108109,0.5866833479213494,3,60,60.0,86.0,86.0
Ford Motor Company,Lincoln,Navigator,MPV,56%,16% M,,US,,,,US,,2018,USA,false,false,true,false,false,false,56.0,16.0, M,,,16,US,false,true,44.0,0.36363636363636365,0.53367526812048,3,16,16.0,72.0,72.0
General Motors LLC,Buick,Enclave,MPV,57%,21% M,,US,,M,,M,,2018,USA,false,false,false,false,true,true,57.0,21.0, M,,,21,US,false,true,43.0,0.4883720930232558,0.53367526812048,3,21,21.0,78.0,78.0
General Motors LLC,Buick,LaCrosse,PC,50%,25% M,,US,,US,,US,M,2018,USA,true,false,true,false,false,true,50.0,25.0, M,,,25,US,false,true,50.0,0.5,0.53367526812048,3,25,25.0,75.0,75.0
General Motors LLC,Cadillac,ATS,PC,57%,19% M,,US,,US,A,US,M,2018,USA,true,false,true,false,false,true,57.0,19.0, M,,,19,US,false,true,43.0,0.4418604651162791,0.53367526812048,3,19,19.0,76.0,76.0
General Motors LLC,Cadillac,CT6,PC,39%,31% CH,,US,,US,H,M,,2018,USA,true,false,false,false,false,true,39.0,31.0, CH,,,,US,false,true,30.0,,0.53367526812048,3,0,14.0,53.0,39.0
General Motors LLC,Cadillac,CTS,PC,57%,19% M,,US,,US,M,US,J,2018,USA,true,false,true,false,true,false,57.0,19.0, M,,,19,US,false,true,43.0,0.4418604651162791,0.53367526812048,3,19,19.0,76.0,76.0
