mfg,makes,carlines,type,percent_content_USA_CAN,percent_content_other1,percent_content_other2,final_assembly1,final_assembly2,source_E1,source_E2,source_T1,source_T2,year
General Motors LLC,GMC,Yukon / Yukon EXT,Truck,60%,28%M,"",US,"",US,"",US,"",2015
"Honda Motor Co., Ltd.",Acura,ILX,PC,60%,20%J,"",US,"",US,J,J,"",2015
"Honda Motor Co., Ltd.",Acura,MDX,MPV,65%,"","",US,"",US,"",US,"",2015
"Honda Motor Co., Ltd.",Acura,RDX 2WD/AWD,MPV,70%,"","",US,"",US,"",US,"",2015
"Honda Motor Co., Ltd.",Acura,RLX,PC,10%,80%J,"",J,"",J,"",J,"",2015
"Honda Motor Co., Ltd.",Acura,RLX Sport Hybrid,PC,10%,80%J,"",J,"",J,"",J,"",2015
"Honda Motor Co., Ltd.",Acura,TLX,PC,65%,"","",US,"",US,"",US,J,2015
"Honda Motor Co., Ltd.",Honda,Accord,PC,70%,15%J,"",US,"",US,J,J,US,2015
"Honda Motor Co., Ltd.",Honda,Civic,PC,65%,15%J,"",US,CN,US,J,J,"",2015
"Honda Motor Co., Ltd.",Honda,Crosstour,MPV,70%,15%J,"",US,"",US,J,US,J,2015
"Honda Motor Co., Ltd.",Honda,CR-V,MPV,70%,15%J,"","US, CN",M,US,"",US,"",2015
"Honda Motor Co., Ltd.",Honda,CR-Z,PC,0%,90%J,"",J,"",J,"",J,"",2015
"Honda Motor Co., Ltd.",Honda,Fit,PC,5%,70%M,"",M,"",M,"",P,ID,2015
"Honda Motor Co., Ltd.",Honda,Odyssey,MPV,75%,"","",US,"",US,"",US,"",2015
"Honda Motor Co., Ltd.",Honda,Pilot,MPV,70%,"","",US,"",US,"",US,"",2015
Hyundai Motor Co.,Hyundai,Accent,PC,2%,87%,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Elantra (Korea),PC,3%,92%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Elantra (US),PC,39%,60%K,"",US,"",US,"",US,"",2015
Hyundai Motor Co.,Hyundai,Elantra Two Door,PC,2%,89%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Equus,PC,3%,80%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Genesis,PC,5%,81%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Genesis Coupe,PC,4%,80%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Santa Fe,MPV,4%,83%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Sonata (2.0T STD),PC,49%,50%K,"",US,"",US,"",US,"",2015
Hyundai Motor Co.,Hyundai,Sonata (2.0T Ultimate),PC,48%,51%K,"",US,"",US,"",US,"",2015
Hyundai Motor Co.,Hyundai,Sonata (2.4L SE POP),PC,47%,52%K,"",US,"",US,"",US,"",2015
Hyundai Motor Co.,Hyundai,Sonata (2.4L SE STD SULEV),PC,46%,53%K,"",US,"",US,"",US,"",2015
Hyundai Motor Co.,Hyundai,Sonata (2.4L SE STD),PC,46%,53%K,"",US,"",US,"",US,"",2015
Hyundai Motor Co.,Hyundai,Sonata Hybrid,PC,4%,88%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Tucson,MPV,1%,91%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Tucson Fuel Cell,MPV,15%,58%K,19%J,K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Veloster,PC,1%,90%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Azera,PC,4%,80%K,"",K,"",K,"",K,"",2015
Hyundai Motor Co.,Hyundai,Elantra GT,PC,1%,90%K,"",K,"",K,"",K,"",2015
Jaguar Land Rover Ltd.,Jaguar,F-TYPE Coupe/Convertible,PC,2%,55%G,39%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,F-TYPE R Coupe,PC,2%,53%G,41%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,F-TYPE S Coupe/Convertible,PC,2%,54%G,40%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,F-TYPE V8 S Convertible,PC,2%,53%G,41%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XF 2.0 T,PC,0%,59%G,35%UK,UK,"",SP,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XF AWD,PC,0%,50%UK,46%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XF RWD,PC,0%,49%UK,46%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XF Supercharged,PC,8%,47%G,45%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XFR,PC,8%,46%G,42%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XFR-S,PC,10%,51%UK,36%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XJ - AWD,PC,0%,56%G,35%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XJ - RWD,PC,0%,57%G,33%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XJ Portfolio - AWD,PC,1%,55%G,35%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XJ Portfolio - RWD,PC,0%,57%G,33%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,"XJ Portfolio Supercharged -
LWB",PC,6%,54%G,32%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,"XJ Portfolio Supercharged -
SWB",PC,6%,55%G,31%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XJR - LWB,PC,7%,54%G,31%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XJR - SWB,PC,7%,55%G,30%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XK/XKR Coupe/Convertible,PC,4%,47%G,43%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Jaguar,XKR-S Coupe/Convertible,PC,6%,48%G,41%UK,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Land Rover,LR2,MPV,1%,52%UK,9%G,UK,"",SP,"",J,"",2015
Jaguar Land Rover Ltd.,Land Rover,LR4,MPV,1%,74%UK,11%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Land Rover,"Range Rover 3.0L
Supercharged LWB",MPV,1%,69%UK,18%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Land Rover,"Range Rover 3.0L
Supercharged SWB",MPV,1%,69%UK,18%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Land Rover,"Range Rover 5.0L
Supercharged LWB",MPV,1%,74%UK,14%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Land Rover,"Range Rover 5.0L
Supercharged SWB",MPV,1%,71%UK,16%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Land Rover,Range Rover Evoque,MPV,9%,58%UK,8%G,UK,"",SP,"",US,"",2015
Jaguar Land Rover Ltd.,Land Rover,"Range Rover Sport 3.0L
Supercharged",MPV,1%,68%UK,18%G,UK,"",UK,"",G,"",2015
Jaguar Land Rover Ltd.,Land Rover,"Range Rover Sport 5.0L
Supercharged",MPV,1%,69%UK,18%G,UK,"",UK,"",G,"",2015
Kia Motors Corporation,Kia,Cadenza,PC,2%,88%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Forte 4 dr,PC,0%,98%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Forte 5 dr,PC,1%,96%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Forte Koup,PC,1%,95%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,K900,PC,2%,89%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Optima (Korea),PC,1%,95%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Optima (US),PC,45%,55%K,"",US,"",US,"",US,"",2015
Kia Motors Corporation,Kia,Optima Hybrid,PC,4%,84%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Rio 4 dr,PC,2%,90%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Rio 5 dr,PC,2%,90%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Sedona (YP),MPV,3%,86%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Sorento 2.4L,MPV,53%,47%K,"",US,"",US,"",US,"",2015
Kia Motors Corporation,Kia,Sorento 3.3L,MPV,46%,54%K,"",US,"",K,"",US,"",2015
Kia Motors Corporation,Kia,Soul,MPV,1%,86%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Soul EV,MPV,0%,85%K,"",K,"",K,"",K,"",2015
Kia Motors Corporation,Kia,Sportage,MPV,1%,91%K,"",K,"",K,"",K,"",2015
Mazda Motor Corp.,Mazda,CX-5,MPV,0%,95%J,"",J,"",J,"",J,"",2015
Mazda Motor Corp.,Mazda,CX-9,MPV,10%,85%J,"",J,"",J,"",J,"",2015
Mazda Motor Corp.,Mazda,Mazda 5,PC,0%,95%J,"",J,"",J,"",J,"",2015
Mazda Motor Corp.,Mazda,Mazda3,PC,0%,85%J,"",J,"",J,"",J,"",2015
Mazda Motor Corp.,Mazda,Mazda3,PC,10%,50%M,30%J,M,"",J,"",J,"",2015
Mazda Motor Corp.,Mazda,Mazda6,PC,0%,95%J,"",J,"",J,"",J,"",2015
Mazda Motor Corp.,Mazda,MX-5 Miata,PC,0%,95%J,"",J,"",J,"",J,"",2015
Mercedes Benz,"Mercedes
Benz",B-Class E-CELL,PC,15%,58%G,"",G,"",US,"",US,"",2015
Mercedes Benz,"Mercedes
Benz",C-Class,PC,40%,35%G,"",US,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",C-Class Coupe,PC,0%,73%G,"",G,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",CLA-Class,PC,0%,70%H,"",H,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",CLS-Class,PC,0%,73%G,"",G,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz","E-Class / E-Class
Coupe/Cabriolet",PC,0%,73%G,"",G,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",G-Class,MPV,0%,50%G,25%A,A,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",GLA-Class,PC,0%,73%G,"",G,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",GL-Class,MPV,45%,25%G,"",US,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",GLK-Class,MPV,0%,73%G,"",G,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",ML Class,MPV,42%,30%G,"",US,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",S-Class / S-Class Coupe,PC,0%,81%G,"",G,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",SL-Class,PC,0%,81%G,"",G,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",SLK-Class,PC,0%,73%G,"",G,"",G,"",G,"",2015
Mercedes Benz,"Mercedes
Benz",SLS-Class Coupe/Roadster,PC,0%,73%G,"",G,"",G,"",G,"",2015
Mercedes Benz,Smart,Smart fortwo,PC,0%,44%G,15%J,F,"",J,"",G,"",2015
Mercedes Benz,Smart,Smart fortwo ed,PC,0%,60%G,"",F,"",G,"",G,"",2015
Mitsubishi Motors Corp.,Mitsubishi,Lancer,PC,1%,97%J,"",J,"",J,"",J,"",2015
Mitsubishi Motors Corp.,Mitsubishi,"Lancer Evolution (Manual
Transmission)",PC,0%,96%J,"",J,"",J,"",J,"",2015
Mitsubishi Motors Corp.,Mitsubishi,Lancer Evolution (SST),PC,0%,75%J,19%SL,J,"",J,"",SL,"",2015
Mitsubishi Motors Corp.,Mitsubishi,Lancer Ralliart,PC,0%,73%J,25%SL,J,"",J,"",SL,"",2015
Mitsubishi Motors Corp.,Mitsubishi,Mirage (CVT),PC,0%,92%TH,"",TH,"",TH,"",TH,"",2015
Mitsubishi Motors Corp.,Mitsubishi,Mirage (Manual Transmission),PC,0%,90%TH,"",TH,"",TH,"",TH,"",2015
Mitsubishi Motors Corp.,Mitsubishi,Outlander 2.4L,MPV,0%,95%J,"",J,"",J,"",J,"",2015
Mitsubishi Motors Corp.,Mitsubishi,Outlander 3.0L,MPV,0%,96%J,"",J,"",J,"",J,"",2015
Mitsubishi Motors Corp.,Mitsubishi,Outlander Sport 2.0L,MPV,29%,49%J,"",US,"",J,"",J,"",2015
Nissan North America Inc.,Infiniti,Q40,PC,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Infiniti,Q50,PC,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Infiniti,Q60 Coupe/Convertible,PC,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Infiniti,"Q70, Q70 Long Wheelbase,
Q70 HEV",PC,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Infiniti,QX50,PC,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Infiniti,QX60 (4cyl & 6cyl),MPV,45%,20%J,"",US,"",J,"",M,"",2015
Nissan North America Inc.,Infiniti,QX60 HEV (4cyl & 6cyl),MPV,45%,20%J,"",US,"",J,"",J,"",2015
Nissan North America Inc.,Infiniti,QX70,MPV,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Infiniti,QX80,MPV,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Nissan,370Z (Coupe & Roadster),PC,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Nissan,Altima (4cyl &6Cyl),PC,50%,15%M,"",US,"",US,J,M,"",2015
Nissan North America Inc.,Nissan,Armada,MPV,45%,20%J,"",US,"",US,"",J,"",2015
Nissan North America Inc.,Nissan,Frontier,Truck,50%,25%J,"",US,"",US(6cyl),J(4cyl),J,"",2015
Nissan North America Inc.,Nissan,GT-R,PC,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Nissan,Juke,MPV,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Nissan,Leaf,PC,40%,35%J,"",US,"",J,"",J,"",2015
Nissan North America Inc.,Nissan,Murano,MPV,40%,20%J,"",US,"",J(4cyl),US(6cyl),M,"",2015
Nissan North America Inc.,Nissan,Murano HEV,MPV,40%,20%J,"",US,"",J(4cyl),US(6cyl),J,"",2015
Nissan North America Inc.,Nissan,NV200 Cargo,Truck,17%,57%M,14%J,M,"",M,"",J,"",2015
Nissan North America Inc.,Nissan,NV200 Taxi NYT,MPV,17%,39%M,26%J,M,"",M,"",M,"",2015
Nissan North America Inc.,Nissan,Pathfinder (4cyl &6cyl),MPV,50%,15%J,"",US,"",J,"",M,"",2015
Nissan North America Inc.,Nissan,Pathfinder HEV (4cyl &6cyl),MPV,50%,15%J,"",US,"",J,"",J,"",2015
Nissan North America Inc.,Nissan,Quest,MPV,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Nissan,Rogue Select,MPV,0%,100%J,"",J,"",J,"",J,"",2015
Nissan North America Inc.,Nissan,Rouge,MPV,30%,20%J,20%K,US,K,US,J,M,J,2015
Nissan North America Inc.,Nissan,Sentra,PC,15%,60%M,"",M,"",M,"",M,CH,2015
Nissan North America Inc.,Nissan,Titan,Truck,50%,15%J,"",US,"",US,"",J,"",2015
Nissan North America Inc.,Nissan,Versa-Note,PC,21%,60%M,14%J,M,"",J,"",M,"",2015
Nissan North America Inc.,Nissan,Versa-Sedan,PC,21%,55%M,15%J,M,"",J,"",M,"",2015
Nissan North America Inc.,Nissan,Xterra,MPV,50%,25%J,"",US,"",US,"",J,"",2015
Porsche AG,Porsche,911 Carrera,PC,3%,65%G,"",G,"",G,"",J(Manual),"",2015
Porsche AG,Porsche,911 Carrera,PC,5%,65%G,"",G,"",G,"",G(Auto),"",2015
Porsche AG,Porsche,911 Carrera 4,PC,4%,68%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera 4 Cabriolet,PC,4%,70%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera 4 GTS,PC,4%,70%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera 4 GTS Cabriolet,PC,5%,73%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera 4S,PC,4%,70%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera 4S Cabriolet,PC,5%,73%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera Cabriolet,PC,4%,68%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera GTS,PC,5%,66%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera GTS Cabriolet,PC,4%,72%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera S,PC,5%,66%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Carrera S Cabriolet,PC,4%,72%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 GT3,PC,4%,74%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,911 Targa 4,PC,3%,67%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Targa 4S,PC,4%,69%G,"",G,"",G,"",J(Manual),G(Auto),2015
Porsche AG,Porsche,911 Turbo,PC,4%,73%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,911 Turbo Cabriolet,PC,4%,74%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,911 Turbo S,PC,4%,73%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,911 Turbo S Cabriolet,PC,4%,74%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,918 Spyder,PC,3%,65%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,918 Spyder w/ Weissach,PC,3%,67%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,918 Spyder w/ Weissach 2,PC,3%,67%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Boxster,PC,3%,63%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Boxster,PC,3%,63%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Boxster GTS,PC,3%,67%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Boxster GTS,PC,3%,67%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Boxster S,PC,3%,69%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Boxster S,PC,3%,69%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Cayenee S,MPV,4%,66%G,"",G,"",G,"",J,"",2015
Porsche AG,Porsche,Cayenne Diesel,MPV,5%,60%G,"",G,"",H,"",J,"",2015
Porsche AG,Porsche,Cayenne GTS,MPV,5%,63%G,"",G,"",G,"",J,"",2015
Porsche AG,Porsche,Cayenne S E-hybrid,MPV,3%,59%G,"",G,"",G,"",J,"",2015
Porsche AG,Porsche,Cayenne Turbo,MPV,5%,66%G,"",G,"",G,"",J,"",2015
Porsche AG,Porsche,Cayman,PC,4%,68%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Cayman GTS,PC,3%,68%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Cayman S,PC,4%,69%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Macan S,MPV,5%,65%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Macan Turbo,MPV,5%,65%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera,PC,3%,70%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera 4,PC,4%,73%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera 4S,PC,4%,74%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera 4S Executive,PC,4%,74%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera GTS,PC,4%,76%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera S,PC,3%,74%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera S E-Hybird,PC,4%,62%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera Turbo,PC,4%,76%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera Turbo Executive,PC,4%,76%G,"",G,"",G,"",G,"",2015
Porsche AG,Porsche,Panamera Turbo S,PC,4%,76%G,"",G,"",G,"",G,"",2015
PoyrscheAG,Porsche,Panamera Turbo S Executive,PC,4%,76%G,"",G,"",G,"",G,"",2015
Ltd.,Rolls-Royce,Coupe,PC,5%,75%G,"",UK,"",G,"",G,"",2015
"Rolls-Royce Motor Cars,
y Ltd. ,",Rolls-Royce,Drophead Coupe,PC,5%,75%G,"",UK,"",G,"",G,"",2015
Ltd.,Rolls-Royce,Ghost,PC,5%,75%G,"",UK,"",G,"",G,"",2015
"Rolls-Royce Motor Cars,
Ltd.",Rolls-Royce,Phantom,PC,5%,75%G,"",UK,"",G,"",G,"",2015
"Rolls-Royce Motor Cars,
Ltd.",Rolls-Royce,Wraith,PC,5%,75%G,"",UK,"",G,"",G,"",2015
Subaru,Subaru,BRZ,PC,0%,95%J,"",J,"",J,"",J,"",2015
Subaru,Subaru,Forester / XV Crosstrek,MPV,0%,90%J,"",J,"",J,"",J,"",2015
Subaru,Subaru,Legacy,PC,50%,40%J,"",US,"",J,"",J,"",2015
Subaru,Subaru,Outback,MPV,50%,40%J,"",US,"",J,"",J,"",2015
Subaru,Subaru,WRX / Impreza,PC,0%,90%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,CT200h,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,GS 350,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,GS 450h,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,GX460,MPV,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,IS250/350 Coupe/Convertible,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,LS 460,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,LS 600h,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,LX570,MPV,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,"NX, NX Hybrid",MPV,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,RC,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,RC F,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Lexus,RX350,MPV,60%,25%J,"",J,CN,US,J,US,J,2015
Toyota,Lexus,RX450h,MPV,30%,60%J,"",J,CN,J,"",J,"",2015
Toyota,Lexus,ES350 / ES Hybrid,PC,5%,95%J,"",J,"",J,"",J,"",2015
Toyota,Scion,FR-S,PC,0%,95%J,"",J,"",J,"",J,"",2015
Toyota,Scion,iQ,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Scion,tC,PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Scion,xB,PC,0%,100%J,"",J,"",J,CH,J,"",2015
Toyota,Toyota,4Runner,MPV,10%,90%J,"",J,"",J,"",J,"",2015
Toyota,Toyota,Avalon,PC,70%,15%J,"",US,"",US,"",US,J,2015
Toyota,Toyota,Avalon Hybrid,PC,40%,50%J,"",US,"",J,"",J,"",2015
Toyota,Toyota,Camry,PC,75%,15%J,"",US,"",US,J,US,J,2015
Toyota,Toyota,Camry Hybrid,PC,40%,50%J,"",US,"",J,"",J,"",2015
Toyota,Toyota,Corolla,PC,55%,25%J,"",CN,US,US,"",J,"",2015
Toyota,Toyota,Highlander,MPV,60%,30%J,"",US,"",J,US,J,US,2015
Toyota,Toyota,Highlander hybrid,MPV,40%,50%J,"",US,"",J,"",J,"",2015
Toyota,Toyota,Land Cruiser 200,MPV,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Toyota,"Prius / Prius Plugin Hybrid /
Prius C / Prius V",PC,0%,100%J,"",J,"",J,"",J,"",2015
Toyota,Toyota,Rav4,PC,40%,50%J,"",J,CN,US,"J, CH",US,J,2015
Toyota,Toyota,Sequoia,MPV,60%,30%J,"",US,"",US,"",US,"",2015
Toyota,Toyota,Sienna,MPV,75%,20%J,"",US,"",US,"",US,J,2015
Toyota,Toyota,Tacoma,Truck,60%,30%J,"",US,M,J,"",J,US,2015
Toyota,Toyota,Tundra,Truck,70%,15%J,"",US,"",US,"",US,"",2015
Toyota,Toyota,Venza,MPV,60%,25%J,"",US,"",US,"",US,"",2015
Toyota,Toyota,Yaris,PC,0%,40%J,20%F,F,"",J,"",J,"",2015
Volkswagen,Volkswagen,Beetle,PC,13%,37%M,"",M,"",M(1.8L),"",J(Auto),AR(Manual),2015
Volkswagen,Volkswagen,Beetle,PC,13%,36%M,15%G,M,"",M(2.0L),"",G,"",2015
Volkswagen,Volkswagen,Beetle,PC,8%,41%G,25%M,M,"",G(TDI),"",G,"",2015
Volkswagen,Volkswagen,Beetle Convertible,PC,15%,40%M,"",M,"",M(1.8L),"",J,"",2015
Volkswagen,Volkswagen,Beetle Convertible,PC,14%,37%M,16%G,M,"",M(2.0L),"",G,"",2015
Volkswagen,Volkswagen,Beetle Convertible,PC,9%,40%G,26%M,M,"",G(TDI),"",G,"",2015
Volkswagen,Volkswagen,CC,PC,1%,65%G,"",G,"",H(2.0T),"",G(Auto),"",2015
Volkswagen,Volkswagen,CC,PC,1%,62%G,"",G,"",H(2.0T),"",G(Manual),"",2015
Volkswagen,Volkswagen,CC,PC,1%,62%G,"",G,"",G(3.6L),"",J(Auto),"",2015
Volkswagen,Volkswagen,eGolf,PC,1%,52%G,"",G,"",G (engine-transmission combination),"","","",2015
Volkswagen,Volkswagen,Eos,PC,1%,40%PO,36%G,PO,"",H,"",G,"",2015
Volkswagen,Volkswagen,Golf,PC,3%,47%G,"",M,"",G(TDI),"",G,"",2015
Volkswagen,Volkswagen,Golf,PC,7%,25%G,21%M,M,"",M(1.8L),"",G,"",2015
Volkswagen,Volkswagen,Golf GTI,PC,6%,35%M,22%G,M,"",M(2.0L),"",G,"",2015
Volkswagen,Volkswagen,Golf SportWagen,PC,5%,45%G,25%M,M,"",G(TDI),"",G,"",2015
Volkswagen,Volkswagen,Golf SportWagen,PC,11%,37%M,"",M,"",M(2.5L),"",J(Auto),AR(Manual),2015
Volkswagen,Volkswagen,Jetta,PC,8%,45%M,"",M,"",M(1.8L),"",J(Auto),AR(Manual),2015
Volkswagen,Volkswagen,Jetta,PC,9%,41%M,"",M,"",M(2.0L),"",J(Auto),SP(Manual),2015
Volkswagen,Volkswagen,Jetta,PC,5%,45%G,25%M,M,"",G(TDI),"",G,"",2015
Volkswagen,Volkswagen,Jetta GLI,PC,11%,36%M,22%G,M,"",M,"",G,"",2015
Volkswagen,Volkswagen,Jetta Hybrid,PC,17%,47%G,20%M,M,"",G,"",G,"",2015
Volkswagen,Volkswagen,Passat,PC,37%,27%M,"",US,"",M(1.8L),"",J(Auto),AR(Manual),2015
